source,type,final_state,target_pr,disposition,owner,reason,verification
.omx/plans/ralplan-aria-nbv-agent-scaffold-refresh-20260720-handoff.json,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/ralplan-aria-nbv-agent-scaffold-refresh-20260720.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/test-spec-aria-nbv-agent-scaffold-refresh-20260720.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
.omx/plans/thesis-method-registry-restoration-ledger.md,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
AGENTS.md,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
CLAUDE.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
Makefile,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
README.md,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
aria_nbv/AGENTS.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/aria_nbv/data_handling/AGENTS.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/aria_nbv/data_handling/README.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/aria_nbv/data_handling/offline/inventory.py,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/aria_nbv/rollouts/AGENTS.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/aria_nbv/rri_metrics/AGENTS.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/scripts/get_context.py,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
aria_nbv/tests/agent_memory/test_codex_transcript_extract.py,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
aria_nbv/tests/agent_memory/test_validate_agent_memory.py,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/AGENTS.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/_extensions/aria-glossary/notation.generated.lua,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/_generated/context/.gitignore,path,final-net,PR4,prune-redundant,Generated navigation policy,Generated navigation remains local and reproducible.,tracked-output and privacy scan
docs/_quarto.yml,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/candidate_sampling_target_selection.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/candidate_view_dependence.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/efm3d_scene_embeddings.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/nbv_background.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/rl_planning.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/rri_theory.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/semi-dense-pc.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/theory/surface_metrics.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/thesis/advisor_meeting_2026_05_22_questions.md,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/thesis/m1_contract_report.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/thesis/questions.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/contents/thesis/roadmap.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/index.qmd,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/notation.yml,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/references-qh.bib,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/shared/equations/metrics.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/equations/rl.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/equations/scene.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/glossary.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/notation.generated.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/symbols/oracle.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/shared/terms.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/advisor_meeting_2026_05_22.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/glossary-overrides.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/main.pdf,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/main.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/02-foundations/02-01-related-work.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/02-foundations/02-02-geometric-learning.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/02-foundations/02-03-reconstruction-metrics.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/02-foundations/index.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/03-oracle-and-data-generation/03-01-state-and-visibility.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/03-oracle-and-data-generation/03-02-target-task-and-rri-labels.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/03-oracle-and-data-generation/03-03-replay-stores-and-diagnostics.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/04-method/04-01-scene-representation-requirements.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/04-method/04-02-descriptor-and-encoding-plan.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/04-method/04-03-candidate-and-replay-contract.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/04-method/04-04-architecture-contract.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/04-method/04-05-finite-candidate-value-model.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/04-method/index.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/05-experimental-design/05-01-objectives-and-hypotheses.typ,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis/sections/05-experimental-design/05-02-learning-objective-and-replay-evidence.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/05-experimental-design/05-03-policy-comparison-and-failure-interpretation.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/06-draft-invariant-trees.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/06-draft-open-work.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/sections/07-discussion.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis/template/layout/thesis_template.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
docs/typst/thesis_slides/advisor_meeting_2026_05_22.pdf,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
docs/typst/thesis_slides/advisor_meeting_2026_05_22.typ,path,final-net,PR5,prune-redundant,Exact source owner and PR5 prerequisite gate,Do not replay thesis/package changes without a proven scaffold prerequisite.,no-diff assertion or focused owner-specific test/render
graphify-out/GRAPH_REPORT.md,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
graphify-out/graph.json,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
graphify-out/manifest.json,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/agents_db.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/check_graphify_freshness.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/check_graphify_history.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/check_graphify_integration.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/codex_transcript_extract.py,path,final-net,PR2,reimplement-minimally,Memory and historical-evidence owner,Retain exact-owner fallback and only measured upstream retrieval gaps.,"claim migration, privacy, installed/absent, and retrieval evaluation"
scripts/filter_mermaid.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/git_hooks/post-commit,path,final-net,PR4,reimplement-minimally,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/glossary_build.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/graphify_adapter.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/graphify_bridge.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/graphify_contract.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/graphify_merge_driver.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/graphify_query.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/graphify_refresh.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/kg/auto_refresh.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/compact_claim_check.jq,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/compact_route.jq,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/compact_search.jq,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/doctor.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/index_code.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/ingest_docs.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/ingest_papers.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/install_mcp_profile.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/kg/status.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_context_index.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_get_context.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_literature_index.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_literature_search.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_qmd_outline.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/nbv_typst_includes.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/new_debrief.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/quarto_generate_agent_docs.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/scaffold/bootstrap_matt_skills.py,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/scaffold/check_wp7_integration.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/scaffold/matt_skills_policy.py,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/scaffold/run_scoped_uml.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/scaffold/validate_omx_artifacts.py,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
scripts/scaffold_audit.py,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/tests/fixtures/matt_policy/conflicts.toml,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/tests/fixtures/matt_policy/routing.toml,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/tests/fixtures/wp6_direct_source/claims.json,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/fixtures/wp6_direct_source/refs.bib,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/fixtures/wp6_direct_source/source.tex,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/fixtures/wp6_direct_source/touched.typ,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_glossary_build.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_graphify_adapter.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/tests/test_graphify_bridge.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/tests/test_graphify_freshness.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/tests/test_graphify_history.py,path,transient-or-reverted,PR5,transient-or-reverted,Git history inventory,No final tree delta; preserve only the disposition record.,history/net set reconciliation
scripts/tests/test_graphify_integration.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/tests/test_graphify_retrieval.py,path,final-net,PR4,replace-with-upstream,Graphify and hook owner,Use pinned upstream traversal and retain only measured ARIA corpus/parser gaps.,"retrieval precision, optional-tool fallback, and bounded-hook fixtures"
scripts/tests/test_matt_skills_policy.py,path,final-net,PR3,reimplement-minimally,Skills and runtime-routing owner,Retain compact workflow routing only after activation/outcome measurement.,lexical lint plus runtime activation and task-outcome evaluation
scripts/tests/test_post_commit_graph_dispatch.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_scaffold_wp0_baseline.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_validate_omx_artifacts.py,path,final-net,PR1,reimplement-minimally,Evidence and ownership contract,"Reconstruct only the minimal authority, privacy, and accepted-evidence contract.","OMX registry, hash, redaction, transition, and memory checks"
scripts/tests/test_wp6_direct_source.sh,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_wp6_direct_source_claims.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_wp6_literature_owners.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_wp6_retired_routes.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_wp6_scoped_uml.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/tests/test_wp7_integration.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/validate_agent_memory.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
scripts/validate_scaffold_wp0_baseline.py,path,final-net,PR5,defer-with-owner,Integration and residual-pruning owner,Reassess only after PR1-PR4 behavior gates are green.,"final stale scan, accounting, CI, and exact-head review"
